  -1.690	  -2.000	   0.714	  -2.556	  -0.556	   0.614	  -4.322	  -1.434	
  -1.599	  -0.578	   0.000	  -2.252	  -0.535	  -0.358	  -2.120	  -0.556	
  -1.120	  -0.168	  -1.599	  -0.120	  -0.713	  -1.515	  -0.556	  -0.761	
  -1.120	  -2.943	  -0.252	   0.485	  -1.089	  -0.535	   0.202	  -1.286	
   0.000	   1.077	  -0.761	  -1.515	  -1.556	  -0.622	  -1.322	  -1.515	
  -0.304	  -0.234	  -1.556	  -0.737	  -0.218	  -1.515	  -0.713	  -0.713	
  -0.971	  -0.761	  -1.059	  -0.252	  -0.943	  -0.454	  -0.622	  -0.786	
  -1.184	  -0.105	  -1.184	  -0.494	  -0.120	  -1.396	  -0.713	  -0.644	
  -0.644	  -0.600	  -1.396	   0.333	  -0.578	  -1.737	  -0.304	  -0.889	
  -0.535	  -0.252	  -1.396	  -0.218	  -0.304	  -1.515	  -0.578	  -0.863	
  -0.089	  -0.304	  -1.358	  -0.578	   0.084	  -1.837	  -0.494	  -1.059	
  -1.556	  -0.136	  -0.358	  -0.454	  -0.322	  -1.059	  -1.000	  -0.737	
  -0.556	  -1.943	  -0.340	  -0.535	  -0.136	  -1.434	  -0.252	  -0.377	
  -1.120	  -0.415	  -0.556	  -0.201	  -1.556	  -0.622	  -0.622	  -0.434	
  -0.322	  -1.252	  -1.322	  -1.218	  -0.074	  -0.556	  -0.234	  -0.494	
  -0.184	   0.029	  -0.377	  -1.120	  -1.737	  -1.184	  -0.029	  -0.863	
  -0.622	  -0.434	  -0.556	  -0.667	  -0.667	  -0.494	  -0.837	  -0.943	
  -0.786	  -0.434	   0.556	  -0.322	  -0.415	  -1.358	  -0.916	  -1.515	
  -0.396	  -0.396	  -1.059	   0.299	  -0.168	  -2.252	  -0.234	  -0.971	
  -0.168	  -0.089	  -0.556	  -0.600	  -0.761	  -1.515	  -0.667	  -0.713	
  -0.377	  -0.201	  -1.218	  -0.136	  -0.454	  -1.434	  -0.556	  -0.690	
  -0.943	  -1.120	   0.043	  -0.415	  -1.029	  -0.667	  -0.152	  -0.761	
  -0.474	   0.176	  -0.761	   0.263	  -0.837	  -2.059	  -0.269	  -1.059	
  -0.218	  -0.286	  -0.322	  -1.218	  -0.578	  -1.059	  -0.494	  -0.837	
  -0.737	  -0.059	  -1.252	  -0.556	  -0.059	  -0.971	  -0.600	  -0.737	
  -1.152	  -0.322	  -0.644	  -0.105	   0.000	  -1.434	  -0.811	  -0.494	
  -0.454	  -0.136	  -1.059	  -0.377	  -0.218	  -1.474	  -0.644	  -0.494	
  -0.713	   0.070	  -0.152	  -0.377	  -1.120	  -1.120	  -0.434	  -1.000	
  -1.474	   0.333	  -0.201	  -1.120	  -0.889	  -0.578	   0.275	  -1.152	
  -0.434	  -0.120	  -1.184	  -0.120	  -0.358	  -0.474	  -0.322	  -1.786	
  -0.218	   0.000	  -1.286	  -1.029	   0.189	  -1.059	  -0.889	  -0.474	
  -0.059	   0.043	  -1.120	  -0.916	   0.164	  -1.152	  -0.454	  -1.252	
  -0.322	  -0.863	  -0.396	  -1.000	  -0.622	  -0.713	  -0.044	  -0.761	
  -0.737	   0.124	  -0.168	  -0.218	  -0.234	  -1.644	  -0.622	  -1.184	
  -0.535	   0.496	  -0.105	  -1.396	  -0.474	  -0.761	  -0.556	  -1.286	
  -0.358	  -0.358	  -0.761	  -0.578	  -0.415	  -1.059	  -0.737	  -0.286	
  -0.377	  -0.234	  -0.434	  -0.089	  -0.644	  -1.515	  -0.474	  -0.761	
   0.111	   0.000	  -1.152	  -0.201	  -0.340	  -1.786	  -0.340	  -0.811	
  -0.971	   0.043	  -0.358	  -0.136	  -0.234	  -1.599	  -0.535	  -0.713	
  -2.644	   0.014	   0.433	  -0.136	  -0.322	  -0.916	  -0.494	  -0.415	
   0.585	   0.057	  -1.120	  -0.837	   0.422	  -1.837	  -0.377	  -1.358	
  -0.600	   0.287	  -0.152	  -1.737	  -0.434	  -1.218	   0.014	  -0.622	
  -2.474	   0.345	  -0.089	  -0.044	  -0.515	  -0.535	  -0.286	  -0.863	
  -0.015	  -0.089	  -1.218	  -0.377	  -0.252	  -1.286	  -0.474	  -0.737	
  -0.415	  -0.269	  -0.837	   0.176	  -0.029	  -1.515	  -0.396	  -1.152	
  -0.535	  -0.396	  -1.089	  -0.434	  -0.396	  -0.811	  -0.474	  -0.269	
  -0.578	  -0.044	  -1.322	   0.299	  -0.358	  -1.556	  -0.286	  -0.556	
  -0.786	  -1.690	  -0.415	  -0.201	  -1.000	  -0.105	   0.322	  -0.494	
  -0.358	  -0.029	  -1.434	  -0.252	   0.070	  -1.737	  -0.184	  -0.434	
  -1.322	  -0.218	  -0.252	  -0.667	  -0.168	  -0.454	  -0.713	  -0.556	
  -0.943	  -0.105	  -0.667	   0.084	  -0.234	  -0.761	  -0.690	  -1.029	
  -0.120	  -0.667	  -0.811	  -0.863	  -1.556	  -0.415	   1.176	  -1.089	
  -0.322	  -0.286	  -1.434	  -0.340	   0.000	  -0.811	  -0.494	  -0.578	
  -0.218	  -0.089	  -0.667	  -0.377	  -0.863	  -0.863	  -0.535	  -0.644	
  -0.690	  -0.234	  -0.761	  -0.120	  -0.120	  -1.358	  -0.644	  -0.322	
  -1.644	  -0.184	   0.214	   0.151	  -0.837	  -0.304	  -0.136	  -1.474	
  -0.377	   0.043	  -0.786	  -0.667	  -0.234	  -1.059	  -0.600	  -0.515	
  -0.644	  -0.515	  -0.713	   0.014	  -0.340	  -1.184	  -0.252	  -0.535	
  -0.690	   1.098	  -0.600	  -0.535	  -0.322	  -1.059	  -0.713	  -1.322	
  -0.269	  -0.152	  -1.059	  -0.234	  -0.152	  -1.644	  -0.234	  -0.377	
  -0.434	  -0.690	  -0.168	  -0.494	  -0.786	  -0.515	   0.029	  -1.059	
  -2.644	  -0.152	   0.164	   0.367	  -0.600	  -0.556	   0.111	  -0.786	
  -1.322	  -0.358	  -0.358	   0.084	  -0.152	  -1.358	  -0.535	  -0.044	
  -0.916	  -0.415	  -0.396	  -0.201	  -0.535	  -0.761	  -0.396	  -0.415	
  -0.690	  -0.105	  -0.713	  -0.089	  -0.863	  -0.943	  -0.152	  -0.454	
  -0.252	  -0.234	  -0.863	  -0.089	  -0.358	  -1.286	  -0.474	  -0.434	
  -0.252	  -0.201	  -0.494	  -0.644	   0.029	  -1.059	  -0.786	  -0.578	
  -0.358	  -0.322	  -0.535	  -0.454	  -0.269	  -0.454	  -0.535	  -1.029	
  -0.269	   0.164	  -1.029	  -0.690	   0.029	  -0.943	  -0.415	  -0.786	
  -0.184	  -0.474	  -1.120	  -0.184	  -0.322	  -1.184	  -0.168	  -0.286	
  -1.000	  -0.136	  -0.811	   0.070	  -0.234	  -1.000	  -0.377	  -0.377	
  -0.415	   0.124	  -0.340	   0.333	  -1.029	  -1.396	  -0.059	  -1.059	
  -0.971	  -0.218	  -0.454	  -0.120	  -0.737	  -0.690	   0.057	  -0.690	
  -1.184	   0.310	  -0.168	  -0.556	  -0.515	  -0.837	  -0.120	  -0.737	
  -0.515	  -0.252	  -0.515	  -0.152	  -0.201	  -0.434	  -0.340	  -1.396	
  -0.454	   0.057	  -0.120	  -0.415	  -0.578	  -1.152	  -0.415	  -0.713	
  -1.059	  -0.074	  -0.556	   0.401	  -0.713	  -1.184	  -0.218	  -0.377	
  -0.737	  -0.120	  -0.622	  -0.029	  -0.286	  -0.916	  -0.415	  -0.644	
   0.000	  -0.218	  -1.120	  -0.494	  -0.074	  -0.943	  -0.358	  -0.535	
  -1.059	  -0.015	  -0.644	  -0.105	  -0.396	  -0.837	  -0.184	  -0.494	
  -1.943	   0.641	   0.084	  -0.434	  -0.600	  -0.184	  -0.434	  -0.863	
  -0.863	  -0.322	  -0.168	   0.475	  -0.415	  -1.184	  -0.136	  -1.120	
  -1.322	  -0.015	  -0.377	   0.138	  -0.494	  -1.089	  -0.168	  -0.396	
   0.287	  -0.184	  -0.434	  -0.556	   0.322	  -1.396	  -0.494	  -1.252	
  -0.044	   0.070	  -0.454	  -0.184	   0.014	  -1.690	  -0.286	  -1.120	
  -0.889	  -0.136	  -0.136	  -0.168	  -0.454	  -1.029	  -0.434	  -0.434	
  -0.304	  -0.029	  -0.713	  -0.074	  -0.218	  -1.218	  -0.434	  -0.644	
  -0.515	  -0.474	  -1.029	  -0.304	   0.029	  -0.152	  -0.044	  -1.120	
  -0.201	  -0.269	  -1.089	   0.098	  -0.234	  -1.396	  -0.015	  -0.494	
  -0.690	  -0.304	  -0.044	  -0.015	  -0.578	  -1.396	  -0.252	  -0.322	
  -0.234	  -0.152	  -0.644	  -0.434	  -0.252	  -0.786	  -0.786	  -0.304	
  -0.943	  -0.015	  -0.415	   0.070	  -0.201	  -1.184	  -0.556	  -0.340	
  -0.044	   0.623	  -0.059	  -0.454	  -1.322	  -1.218	  -0.152	  -0.916	
  -0.863	  -0.600	  -0.105	   0.411	  -0.713	  -0.322	  -0.667	  -0.667	
   0.111	  -0.535	  -1.252	   0.124	  -0.494	  -0.811	  -0.286	  -0.377	
  -0.434	  -0.120	  -0.089	  -0.029	  -1.089	  -0.837	  -0.304	  -0.578	
  -0.168	  -0.690	  -0.600	  -0.578	   0.275	  -1.286	  -0.377	  -0.044	
  -0.622	   0.263	  -0.515	  -0.269	  -0.415	  -0.622	  -0.105	  -1.184	
  -0.218	  -0.252	  -0.578	  -0.136	  -0.358	  -1.029	  -0.415	  -0.454	
  -0.396	  -0.168	  -0.089	  -0.304	  -0.396	  -0.690	  -0.837	  -0.556	
  -0.304	  -0.044	  -0.535	  -0.535	  -0.120	  -0.863	  -0.358	  -0.667	
  -1.434	   0.546	  -0.074	  -0.396	  -0.837	  -0.358	   0.029	  -0.889	
  -0.515	  -0.136	  -0.761	  -0.218	  -0.218	  -1.059	  -0.218	  -0.269	
   0.151	  -0.120	  -0.644	  -1.000	  -0.340	  -0.761	  -0.644	  -0.015	
  -1.059	   0.379	   0.164	  -0.120	  -0.786	  -0.786	  -0.286	  -0.863	
  -0.434	  -0.184	  -0.916	   0.057	  -0.556	  -0.074	  -0.434	  -0.811	
  -1.120	   0.556	  -0.252	  -0.218	  -1.059	  -0.737	   0.189	  -0.690	
  -0.515	  -0.474	  -0.168	  -0.201	  -0.377	  -0.168	  -0.136	  -1.286	
  -0.863	   0.263	   0.098	  -0.535	  -0.916	  -0.556	   0.275	  -1.089	
  -0.396	   0.084	  -0.322	  -0.358	  -0.515	  -0.761	  -0.234	  -0.811	
  -0.556	  -0.358	  -0.415	   0.098	  -1.120	  -0.578	   0.111	  -0.494	
  -0.737	  -0.059	  -0.201	  -0.515	  -0.136	  -0.811	  -0.454	  -0.396	
  -0.454	   0.356	  -0.737	   0.227	  -0.029	  -1.690	  -0.377	  -0.600	
  -0.786	  -0.120	   0.043	  -0.136	  -0.340	  -0.837	  -0.152	  -0.971	
   0.506	   0.333	  -0.184	  -1.286	  -0.105	  -1.152	  -0.786	  -0.622	
  -0.690	  -0.322	  -0.377	  -0.304	   0.029	  -1.120	  -0.152	  -0.358	
  -0.184	  -0.089	  -0.322	  -0.304	  -0.152	  -1.152	  -0.515	  -0.556	
  -0.059	   0.029	  -0.690	  -0.811	  -0.105	  -0.667	  -0.737	  -0.234	
   0.014	  -0.015	  -0.044	  -0.044	  -1.000	  -1.120	  -0.415	  -0.644	
  -0.252	  -0.644	  -0.074	   0.189	  -0.454	  -1.152	  -0.201	  -0.667	
  -0.644	   0.043	  -0.168	  -0.184	  -0.168	  -1.252	  -0.454	  -0.415	
  -0.786	  -0.120	   0.322	  -0.136	  -0.863	  -0.474	  -0.622	  -0.556	
  -0.358	   0.322	  -0.286	  -0.059	  -0.644	  -1.358	  -0.136	  -0.713	
   0.111	  -1.152	  -0.474	   0.485	  -0.786	  -0.556	  -0.089	  -0.761	
  -0.304	  -0.454	  -0.184	  -0.218	  -0.690	  -0.556	  -0.218	  -0.578	
   0.084	  -0.029	   0.084	  -0.015	  -0.578	  -0.713	  -0.044	  -1.943	
  -0.152	   0.084	  -0.434	  -0.515	   0.029	  -1.737	  -0.234	  -0.168	
  -0.494	   0.014	  -0.322	   0.043	  -0.201	  -1.252	  -0.358	  -0.556	
  -0.252	  -0.434	  -0.201	  -0.184	  -0.234	  -0.863	  -0.396	  -0.556	
  -0.415	  -0.713	  -0.304	  -0.105	  -0.494	  -0.786	   0.151	  -0.454	
  -0.515	  -0.168	  -0.074	  -0.120	  -0.600	  -0.837	  -0.269	  -0.515	
  -0.340	  -0.234	  -0.535	  -0.218	  -0.015	  -1.029	  -0.454	  -0.269	
   0.164	  -0.269	  -0.358	  -0.434	  -0.322	  -1.286	  -0.434	  -0.152	
  -0.184	   0.356	  -0.786	   0.043	  -0.434	  -1.089	  -0.184	  -0.811	
  -0.377	   0.029	  -0.761	  -0.136	  -0.029	  -0.837	  -0.556	  -0.415	
  -0.578	  -0.415	  -0.578	   0.057	  -0.136	  -0.837	  -0.358	  -0.234	
  -0.340	  -0.396	  -0.396	  -0.059	  -0.863	  -0.454	  -0.152	  -0.415	
  -0.105	  -0.136	  -1.059	  -0.089	  -0.201	  -1.029	  -0.218	  -0.234	
  -0.761	  -0.201	   0.151	   0.098	  -0.494	  -0.786	  -0.415	  -0.644	
  -0.218	  -0.396	  -0.474	   0.214	  -0.515	  -1.358	  -0.152	  -0.152	
  -0.889	  -0.286	  -0.578	  -0.690	  -0.494	   0.164	  -0.089	  -0.184	
  -0.761	   0.151	  -0.234	  -0.515	  -0.269	  -0.234	  -0.029	  -1.152	
   0.164	  -0.252	  -0.863	  -0.201	  -0.201	  -1.358	   0.124	  -0.454	
  -0.434	  -0.015	   0.111	  -0.434	  -0.474	  -0.863	  -0.434	  -0.474	
  -1.089	   0.014	  -0.340	   0.124	  -0.304	  -0.415	  -0.340	  -0.667	
  -0.059	  -0.089	  -0.089	  -0.434	  -0.494	  -0.761	  -0.474	  -0.600	
  -0.454	  -0.252	  -0.535	   0.251	  -0.434	  -1.120	  -0.089	  -0.358	
   0.043	  -0.340	  -0.454	   0.014	  -0.201	  -1.690	   0.214	  -0.578	
  -0.713	  -0.152	   0.029	   0.475	  -0.811	  -1.120	  -0.089	  -0.600	
  -1.059	   0.251	   0.070	  -0.377	  -0.269	  -0.358	  -0.322	  -0.916	
  -0.136	   0.070	  -0.358	  -0.644	  -0.234	  -0.667	  -0.454	  -0.556	
