-3.1 3.1002788506017316 
-3.0 3.003317308689646 
-2.9 2.9098522714270807 
-2.8 2.819967563775313 
-2.7 2.7336154744273533 
-2.6 2.65061156421491 
-2.5 2.5706358955068658 
-2.4 2.493240964744538 
-2.3 2.417866055733346 
-2.2 2.3438571703474618 
-2.1 2.2704912267327417 
-2.0 2.1970029154354362 
-1.9 2.122612507255436 
-1.8 2.0465530064396265 
-1.7 1.9680952965468237 
-1.6 1.886570271126251 
-1.5 1.801387312129244 
-1.4 1.7120488224155084 
-1.3 1.6181608006265862 
-1.2 1.5194396525596607 
-1.1 1.4157155641680548 
-1.0 1.306932828523934 
-0.9 1.193147537962738 
-0.8 1.0745230389110532 
-0.7 0.9513235141369519 
-0.6 0.8239060157333864 
-0.5 0.6927112292044428 
-0.4 0.5582532089709985 
-0.3 0.4211082907580434 
-0.2 0.2819033575510541 
-0.1 0.14130361311509054 
0.0 0.0 
0.1 0.14130361311509054 
0.2 0.2819033575510541 
0.3 0.4211082907580434 
0.4 0.5582532089709985 
0.5 0.6927112292044428 
0.6 0.8239060157333864 
0.7 0.9513235141369519 
0.8 1.0745230389110532 
0.9 1.193147537962738 
1.0 1.306932828523934 
1.1 1.4157155641680548 
1.2 1.5194396525596607 
1.3 1.6181608006265862 
1.4 1.7120488224155084 
1.5 1.801387312129244 
1.6 1.886570271126251 
1.7 1.9680952965468237 
1.8 2.0465530064396265 
1.9 2.122612507255436 
2.0 2.1970029154354362 
2.1 2.2704912267327417 
2.2 2.3438571703474618 
2.3 2.417866055733346 
2.4 2.493240964744538 
2.5 2.5706358955068658 
2.6 2.65061156421491 
2.7 2.7336154744273533 
2.8 2.819967563775313 
2.9 2.9098522714270807 
3.0 3.003317308689646 
