120	1.2
0.000000	0.000000	0.000000
1GPW_r.pdb	46.200	6.646	13.677
1GPW_l.pdb	24.438	31.493	14.856
2.617994	2.251330	-2.330739	110	15	96	18.32
0.261799	1.658653	-2.409879	10	20	8	18.34
-3.141593	0.992645	-1.723759	111	100	117	17.60
-1.832596	1.948085	-2.363031	17	102	9	17.48
1.047198	2.456751	-1.503343	118	1	95	17.36
-2.879793	0.290380	-0.796960	2	102	104	16.54
2.356194	2.108018	1.311430	17	16	4	16.38
2.356194	1.554776	0.100351	22	8	21	16.56
1.832596	1.741644	-2.695914	94	3	118	16.88
1.570796	1.683268	0.374177	96	110	1	16.64
1.308997	2.393226	1.857173	1	107	94	16.10
-1.308997	2.349581	-2.702517	26	116	10	16.44
-1.047198	2.089241	-0.114193	11	13	19	16.56
0.523599	2.881233	-2.582574	90	109	117	16.36
0.261799	1.756530	-2.105156	9	20	10	16.30
-0.261799	1.413347	-1.339188	114	98	114	16.64
-0.261799	0.906588	1.252948	109	16	102	16.06
0.000000	1.014500	0.906702	101	14	106	16.70
-3.141593	2.033014	2.977192	113	96	111	15.20
-3.141593	1.325504	-1.671296	111	99	4	15.50
-3.141593	1.045978	0.343692	16	103	113	15.86
2.879793	2.456751	-1.503343	108	23	108	15.04
-2.879793	1.391910	3.030322	16	17	8	15.02
2.879793	0.961715	0.014085	6	99	117	15.10
-2.879793	0.961715	0.014085	18	104	113	15.28
2.617994	2.588535	-2.976617	4	93	111	15.46
2.617994	1.301460	-0.509251	106	100	6	15.04
2.617994	1.195355	1.200319	2	12	22	15.20
-2.617994	1.194549	-0.801900	110	7	27	15.46
2.617994	0.674054	1.013609	4	107	99	15.34
2.617994	0.458961	-0.107937	119	102	105	15.60
2.617994	0.290380	-0.796960	4	16	17	15.12
-2.356194	1.875281	0.107086	19	116	20	15.70
-2.356194	1.135834	-1.431087	118	103	96	15.36
2.356194	1.134497	-1.109631	119	3	88	15.76
2.094395	2.637879	2.121598	2	27	119	15.34
-2.094395	2.115563	0.685730	106	23	117	15.92
2.094395	1.809167	1.213774	5	25	119	15.64
2.094395	1.554776	0.100351	102	103	2	15.10
-2.094395	0.674054	1.013609	3	19	21	15.06
-1.832596	2.863997	0.549740	105	17	101	15.04
1.832596	2.396274	-1.959260	101	12	14	15.00
1.832596	2.247462	0.191623	112	109	21	15.46
-1.832596	1.134796	2.434290	105	13	14	15.38
1.308997	2.089241	-0.114193	102	117	18	15.16
-1.308997	1.909857	-0.381669	18	6	20	15.24
1.308997	1.128190	-2.288622	101	13	106	15.16
-1.308997	0.831641	0.616218	18	16	109	15.68
1.047198	2.881233	-2.582574	14	98	110	15.16
-1.047198	2.637879	2.121598	20	13	13	15.48
-0.785398	2.760637	2.781135	19	6	19	15.00
0.785398	2.404280	-0.174044	113	119	25	15.24
0.523599	2.153910	-1.714959	2	11	23	15.38
0.523599	1.417623	-0.202254	26	114	1	15.70
0.261799	2.187132	-0.479875	119	7	26	15.30
0.261799	1.506530	1.988858	118	104	95	15.44
0.261799	1.214854	-1.966664	2	98	117	15.82
0.000000	1.836682	-0.676006	117	15	18	15.16
0.000000	1.134497	-1.109631	9	23	1	15.52
-3.141593	2.393226	1.857173	119	23	115	14.18
-3.141593	1.998705	2.370472	7	10	93	14.04
-3.141593	1.909857	-0.381669	119	23	18	14.24
-3.141593	1.741644	-2.695914	105	99	114	14.26
-3.141593	1.135834	-1.431087	28	13	0	14.04
-3.141593	0.929350	-2.910676	1	25	2	14.66
-3.141593	0.864993	2.278281	0	115	94	14.38
-3.141593	0.674054	1.013609	11	113	98	14.04
2.879793	2.404280	-0.174044	103	9	101	14.40
2.879793	2.153910	-1.714959	110	110	21	14.40
-2.879793	2.115563	0.685730	18	108	17	14.00
-2.879793	2.033014	2.977192	5	98	8	14.08
2.879793	1.998705	2.370472	7	8	92	14.22
2.879793	1.948085	-2.363031	103	19	105	14.70
2.879793	1.836682	-0.676006	0	24	15	14.28
-2.879793	1.721184	-0.153948	1	20	21	14.20
-2.879793	1.569311	-3.003978	109	19	102	14.36
2.879793	1.433411	-1.035986	102	103	11	14.62
-2.879793	1.335669	0.897240	95	104	10	14.08
-2.879793	1.325504	-1.671296	23	11	22	14.20
-2.879793	1.301460	-0.509251	12	99	6	14.32
2.879793	1.247695	1.809890	8	105	102	14.62
-2.879793	1.247695	1.809890	10	107	102	14.12
-2.879793	0.899350	-2.069907	112	99	114	14.82
-2.879793	0.379747	-1.713059	3	18	15	14.42
2.617994	2.719179	-1.780644	103	16	100	14.00
-2.617994	2.579248	-2.364801	117	12	26	14.96
-2.617994	2.456751	-1.503343	96	18	115	14.14
2.617994	2.379497	0.561089	29	12	118	14.98
2.617994	2.041297	-2.664597	112	14	94	14.76
-2.617994	1.569311	-3.003978	7	102	104	14.70
-2.617994	1.301460	-0.509251	114	9	28	14.16
-2.617994	1.128190	-2.288622	117	98	111	14.16
2.617994	0.700570	1.559208	113	102	99	14.20
-2.617994	0.379747	-1.713059	112	106	101	14.48
2.617994	0.370812	-2.547742	112	25	10	14.10
2.356194	2.356369	3.005869	108	21	100	14.12
2.356194	2.343981	-1.040456	91	104	1	14.22
-2.356194	2.299159	2.264663	26	110	3	14.52
2.356194	2.247462	0.191623	117	26	14	14.28
2.356194	2.033014	2.977192	24	3	109	14.26
-2.356194	1.998705	2.370472	26	110	116	14.20
-2.356194	1.721184	-0.153948	19	113	19	14.76
-2.356194	1.440580	2.260026	108	18	99	14.10
-2.356194	0.864993	2.278281	0	117	94	14.16
2.356194	0.831641	0.616218	117	12	21	14.06
-2.356194	0.733948	3.021411	2	114	95	14.00
-2.356194	0.418037	1.360082	5	17	23	14.36
-2.094395	1.998705	2.370472	116	13	93	14.08
2.094395	1.948085	-2.363031	17	99	111	14.34
2.094395	1.756530	-2.105156	5	27	112	14.12
2.094395	1.545873	-1.877082	117	103	95	14.90
-2.094395	1.168678	2.108595	2	99	106	14.70
-1.832596	2.881233	-2.582574	118	103	96	14.56
1.832596	2.393226	1.857173	100	103	7	14.38
-1.832596	2.041297	-2.664597	18	104	9	14.96
1.832596	1.554776	0.100351	99	105	2	14.18
-1.832596	1.440580	2.260026	17	0	29	14.30
-1.832596	1.128190	-2.288622	15	104	106	14.32
-1.832596	0.080730	-2.622036	111	113	96	14.16
1.570796	2.393226	1.857173	93	5	1	14.42
1.570796	1.870545	-2.976234	94	6	119	14.90
-1.570796	1.836682	-0.676006	19	119	21	14.80
1.570796	1.741644	-2.695914	94	7	118	14.74
1.308997	2.637879	2.121598	15	112	29	14.80
-1.308997	2.089241	-0.114193	16	5	23	14.48
-1.308997	1.982574	-1.115518	112	20	99	14.46
1.308997	1.948085	-2.363031	13	110	103	14.30
1.308997	1.617114	-1.572037	20	116	104	14.26
1.308997	1.554776	0.100351	93	117	2	14.44
-1.308997	1.506530	1.988858	23	8	23	14.30
1.308997	1.450119	-2.739050	17	102	119	14.96
-1.047198	2.251330	-2.330739	27	115	9	14.16
1.047198	2.164094	-2.991358	106	19	6	14.50
-1.047198	2.153910	-1.714959	18	22	109	14.48
1.047198	1.683268	0.374177	96	118	13	14.32
-1.047198	1.510910	-0.740472	23	7	16	14.04
-1.047198	1.335669	0.897240	21	15	114	14.18
-1.047198	1.247695	1.809890	15	13	104	14.72
1.047198	1.134796	2.434290	95	0	19	14.10
1.047198	0.640596	-2.797608	1	10	95	14.56
1.047198	0.615174	-0.666022	25	1	10	14.00
-1.047198	0.458961	-0.107937	10	12	100	14.44
1.047198	0.379747	-1.713059	114	16	100	14.08
-0.785398	2.637879	2.121598	16	15	14	14.18
-0.785398	2.592629	0.909713	7	17	17	14.22
-0.785398	2.379497	0.561089	5	19	14	14.32
0.785398	2.138223	1.678323	12	23	108	14.28
0.785398	2.033014	2.977192	113	100	108	14.82
-0.785398	1.875281	0.107086	116	117	89	14.20
0.785398	1.574060	2.783565	103	12	101	14.22
0.785398	1.134497	-1.109631	25	113	116	14.90
-0.785398	0.850607	-1.335383	28	7	117	14.00
-0.523599	1.904882	-1.478089	5	94	118	14.82
-0.523599	1.756530	-2.105156	4	25	103	14.88
-0.523599	0.419640	2.974122	103	3	18	14.14
0.261799	2.863997	0.549740	109	113	25	14.42
-0.261799	2.724429	-0.348782	118	0	26	14.68
-0.261799	2.719179	-1.780644	1	28	10	14.72
-0.261799	2.587733	0.232235	107	13	16	14.10
-0.261799	2.295480	1.008277	5	98	1	14.40
-0.261799	2.153910	-1.714959	110	22	101	14.00
0.261799	1.982574	-1.115518	8	28	114	14.34
0.261799	1.846342	-1.796954	6	25	3	14.20
-0.261799	1.741644	-2.695914	7	102	101	14.18
-0.261799	1.599406	1.426070	115	22	113	14.22
-0.261799	1.413430	2.550734	111	13	26	14.06
-0.261799	1.335669	0.897240	112	22	114	14.26
-0.261799	1.184361	0.625864	114	21	111	14.22
0.261799	1.128190	-2.288622	9	20	107	14.32
-0.261799	0.571433	-1.188419	93	10	110	14.56
0.000000	0.709924	0.218797	112	16	101	14.08
-3.141593	2.724429	-0.348782	101	2	99	13.50
-3.141593	2.299159	2.264663	110	17	21	13.14
-3.141593	1.736875	3.023612	112	98	109	13.84
-3.141593	1.617114	-1.572037	112	99	10	13.46
-3.141593	1.504028	0.636812	90	107	7	13.12
-3.141593	1.488617	1.159546	12	98	2	13.14
-3.141593	0.831641	0.616218	21	100	119	13.56
-3.141593	0.709924	0.218797	113	95	113	13.02
-3.141593	0.685216	-1.712745	25	106	12	13.18
-3.141593	0.615174	-0.666022	8	25	115	13.06
-3.141593	0.571433	-1.188419	9	97	0	13.16
-3.141593	0.379747	-1.713059	5	18	14	13.40
2.879793	2.984978	1.954446	116	110	24	13.60
2.879793	2.979456	-1.009304	103	112	99	13.00
2.879793	2.719179	-1.780644	110	117	25	13.80
2.879793	2.704512	1.488683	108	17	21	13.32
-2.879793	2.478122	2.609777	113	20	20	13.96
-2.879793	2.343981	-1.040456	5	93	112	13.46
-2.879793	2.299159	2.264663	118	23	117	13.36
-2.879793	2.251330	-2.330739	24	100	5	13.30
-2.879793	2.164094	-2.991358	2	97	9	13.58
2.879793	2.164094	-2.991358	101	102	2	13.04
2.879793	2.104282	-0.813972	97	98	114	13.32
-2.879793	2.041297	-2.664597	109	96	118	13.02
2.879793	2.033014	2.977192	119	8	91	13.04
-2.879793	1.948085	-2.363031	106	97	119	13.46
2.879793	1.809167	1.213774	3	98	0	13.06
-2.879793	1.766067	2.153843	118	102	107	13.94
2.879793	1.766067	2.153843	11	11	94	13.08
2.879793	1.756530	-2.105156	95	107	2	13.20
-2.879793	1.741644	-2.695914	108	99	114	13.46
2.879793	1.440580	2.260026	23	99	5	13.58
-2.879793	1.440580	2.260026	10	108	100	13.64
2.879793	1.134497	-1.109631	113	98	4	13.72
2.879793	1.045978	0.343692	115	95	118	13.00
2.879793	0.992645	-1.723759	103	15	97	13.58
2.879793	0.906588	1.252948	9	109	100	13.02
2.879793	0.866395	-2.492918	31	113	112	13.30
